;0;1;2
998;2020-04-07;9374;47
999;2020-04-21;9374;21
1000;2020-03-18;9375;17
1001;2020-03-20;9376;16
1002;2020-03-23;9376;14
1003;2020-03-28;9376;32
1004;2020-04-06;9376;20
1005;2020-04-08;9376;46
1006;2020-05-15;9376;22
1007;2020-03-16;9377;12
1008;2020-03-19;9377;16
1009;2020-03-21;9377;68
1010;2020-03-27;9377;89
1011;2020-03-30;9377;55
1012;2020-04-01;9377;103
1013;2020-04-06;9377;66
1014;2020-04-13;9377;30
1015;2020-03-19;9461;13
1016;2020-04-04;9461;15
1017;2020-04-14;9461;14
1018;2020-04-19;9461;13
1019;2020-03-26;9462;16
1020;2020-03-19;9471;24
1021;2020-03-23;9471;13
1022;2020-03-30;9471;15
1023;2020-04-06;9471;23
1024;2020-03-26;9472;33
1025;2020-04-14;9472;16
1026;2020-04-16;9472;23
1027;2020-04-04;9473;11
1028;2020-04-13;9473;39
1029;2020-04-24;9473;11
1030;2020-05-12;9473;25
1031;2020-05-18;9473;12
1032;2020-03-26;9474;30
1033;2020-03-31;9474;14
1034;2020-03-23;9475;14
1035;2020-03-28;9475;13
1036;2020-04-06;9475;19
1037;2020-04-15;9475;15
1038;2020-04-19;9475;14
1039;2020-04-23;9475;20
1040;2020-05-01;9475;12
1041;2020-03-17;9477;11
1042;2020-03-26;9477;20
1043;2020-03-21;9478;13
1044;2020-04-02;9478;20
1045;2020-05-20;9478;12
1046;2020-03-21;9479;24
1047;2020-03-25;9479;29
1048;2020-04-24;9479;13
1049;2020-03-24;9562;11
1050;2020-04-13;9562;13
1051;2020-04-02;9563;35
1052;2020-04-05;9563;14
1053;2020-04-20;9563;16
1054;2020-03-23;9564;14
1055;2020-04-06;9564;38
1056;2020-04-18;9564;31
1057;2020-04-21;9564;19
1058;2020-04-28;9564;14
1059;2020-03-25;9571;24
1060;2020-04-01;9571;38
1061;2020-04-15;9571;21
1062;2020-05-14;9572;22
1063;2020-03-18;9573;13
1064;2020-04-05;9573;19
1065;2020-04-09;9573;22
1066;2020-04-14;9573;14
1067;2020-04-20;9573;12
1068;2020-03-30;9574;27
1069;2020-04-11;9574;21
1070;2020-04-20;9574;12
1071;2020-04-03;9575;13
1072;2020-04-17;9575;27
1073;2020-03-25;9576;18
1074;2020-03-31;9576;17
1075;2020-04-09;9577;43
1076;2020-03-13;9661;12
1077;2020-03-28;9662;26
1078;2020-03-26;9663;31
1079;2020-03-31;9663;36
1080;2020-04-09;9663;13
1081;2020-03-30;9671;20
1082;2020-04-06;9671;17
1083;2020-04-14;9671;20
1084;2020-03-27;9672;18
1085;2020-03-31;9672;23
1086;2020-04-07;9672;16
1087;2020-04-11;9672;12
1088;2020-04-08;9673;15
1089;2020-04-18;9674;13
1090;2020-04-04;9676;16
1091;2020-04-08;9676;15
1092;2020-04-10;9676;20
1093;2020-03-31;9677;11
1094;2020-03-28;9678;41
1095;2020-04-08;9678;27
1096;2020-04-21;9678;13
1097;2020-03-23;9679;16
1098;2020-04-08;9679;13
1099;2020-04-02;9761;28
1100;2020-04-15;9761;14
1101;2020-04-10;9763;16
1102;2020-03-11;9772;16
1103;2020-03-21;9772;19
1104;2020-03-24;9772;25
1105;2020-04-06;9772;17
1106;2020-04-11;9773;28
1107;2020-04-17;9773;15
1108;2020-03-25;9774;18
1109;2020-03-28;9774;20
1110;2020-03-31;9774;19
1111;2020-04-04;9774;11
1112;2020-04-09;9774;17
1113;2020-03-21;9775;21
1114;2020-03-25;9775;12
1115;2020-04-23;9775;13
1116;2020-03-19;9776;12
1117;2020-03-21;9776;12
1118;2020-03-24;9776;14
1119;2020-03-29;9776;18
1120;2020-03-23;9777;19
1121;2020-03-31;9777;32
1122;2020-04-15;9777;19
1123;2020-04-01;9779;20
1124;2020-03-24;9780;11
1125;2020-03-27;9780;13
1126;2020-04-03;9780;12
1127;2020-04-06;9780;12
1128;2020-03-14;A00-A04;13
1129;2020-04-27;A05-A14;39
1130;2020-03-09;A15-A34;89
1131;2020-03-09;A35-A59;192
1132;2020-03-09;A60-A79;40
1133;2020-05-04;A80+;102
1134;2020-05-18;A80+;48
